News Title,Press Name,link
"또 이지아만 불참… ’펜트하우스2′, 심수련 컴백은 없다?",조선일보,./articles/CBMiXGh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvZW50ZXJ0YWluX3Bob3RvLzIwMjEvMDIvMTcvSVRKR0xGUE5SWTRYRzZWR0ZXVEE0R0RQS00v0gFraHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50cy9lbnRlcnRhaW5fcGhvdG8vMjAyMS8wMi8xNy9JVEpHTEZQTlJZNFhHNlZHRldUQTRHRFBLTS8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
"둠둠타 DOOM DOOM TAㅣ트라이비 1st 싱글 'TRI.BE Da Loca' 쇼케이스(송선, 켈리, 진하, 현빈, 지아, 소은, 미레)ㅣ210217",세계일보,./articles/CCAiCzlyV1JVY0hyU2RzmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"하리수, 해킹 메시지에 격한 분노 ""이 쓰레기는 또 뭐야""",뉴스1,./articles/CAIiEJhi6VcbshPm7EI59_dGR2MqGQgEKhAIACoHCAow3tTdCjDn49MBMMrakAI?hl=ko&gl=KR&ceid=KR%3Ako
"김청 ""결혼 3일만 파경, 견디기 힘들었다"" [종합]",텐아시아,./articles/CBMiNWh0dHBzOi8vdGVuYXNpYS5oYW5reXVuZy5jb20vdHYvYXJ0aWNsZS8yMDIxMDIxNjM2MTc00gExaHR0cHM6Ly90ZW5hc2lhLmhhbmt5dW5nLmNvbS90di9hbXAvMjAyMTAyMTYzNjE3NA?hl=ko&gl=KR&ceid=KR%3Ako
[이슈시개]한복 또 저격…'韓모욕' 中그림에 좋아요 5만개,노컷뉴스,./articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU1MDA5MzPSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU1MDA5MzM?hl=ko&gl=KR&ceid=KR%3Ako
"'탈모' 구준엽, 두피 문신 근황…'주위에서 깜짝 놀라'",아시아경제,./articles/CBMiMmh0dHBzOi8vY20uYXNpYWUuY28ua3IvYXJ0aWNsZS8yMDIxMDIxNzA0MTkyMTU1MDA40gE5aHR0cHM6Ly9jbS5hc2lhZS5jby5rci9hbXB2aWV3Lmh0bT9ubz0yMDIxMDIxNzA0MTkyMTU1MDA4?hl=ko&gl=KR&ceid=KR%3Ako
"백지영, '서울집' 촬영 후 딸 장래 결정…""건축가로 키울 것""",JTBC 모바일 뉴스,./articles/CBMiQWh0dHBzOi8vbW5ld3MuanRiYy5qb2lucy5jb20vTmV3cy9BcnRpY2xlLmFzcHg_bmV3c19pZD1OQjExOTkyNTQ40gEA?hl=ko&gl=KR&ceid=KR%3Ako
“만화 '날아라 슈퍼보드'가 실사 드라마로 제작됩니다”,위키트리 WIKITREE,./articles/CAIiEJ_GG3DCI_csQJUr-lUUpbQqGQgEKhAIACoHCAowtN_4CjCNp98CMLmi4gY?hl=ko&gl=KR&ceid=KR%3Ako
"[공식입장] 홍수아 측 ""악플러 고소 준비 중…선처·합의 없다""",뉴스1,./articles/CBMiJGh0dHBzOi8vbS5uZXdzMS5rci9hcnRpY2xlcy8_NDIxMjU4N9IBKmh0dHBzOi8vd3d3Lm5ld3MxLmtyL2FtcC9hcnRpY2xlcy8_NDIxMjU4Nw?hl=ko&gl=KR&ceid=KR%3Ako
"‘미스트롯2’ 양지은·강혜연·은가은·김연지, 역전의 용사로 출격",조선일보,./articles/CBMiVmh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvYnJvYWRjYXN0LzIwMjEvMDIvMTYvTTZGTVdVQ1RHNUFRVktLUllJUlVIVU1QQlkv0gFlaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50cy9icm9hZGNhc3QvMjAyMS8wMi8xNi9NNkZNV1VDVEc1QVFWS0tSWUlSVUhVTVBCWS8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
[집콕콘서트-티저] MBC가 준비한 역대급 콘서트 이승환｜잔나비｜서태지 (MBC2103방송),MBClife,./articles/CCAiC3V6RUY2UVlZME9VmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"김구라, 재혼한 아내 어떤 사람?",텐아시아,./articles/CBMiOGh0dHBzOi8vdGVuYXNpYS5oYW5reXVuZy5jb20vdG9waWMvYXJ0aWNsZS8yMDIxMDIxNjA5OTk00gE0aHR0cHM6Ly90ZW5hc2lhLmhhbmt5dW5nLmNvbS90b3BpYy9hbXAvMjAyMTAyMTYwOTk5NA?hl=ko&gl=KR&ceid=KR%3Ako
"둘 다 개그맨인 부부, '으리으리'한 집 내부 싹 공개했다",위키트리 WIKITREE,./articles/CAIiEEeb9vh-bCKhpBMEYNKXjPMqGQgEKhAIACoHCAowtN_4CjCNp98CMLmi4gY?hl=ko&gl=KR&ceid=KR%3Ako
"TOO 차웅기, 하루 만에 '개념돌'→학폭 가해자 지목",서울경제신문,./articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWSWV3LzIySUswRk5GQ0vSAQA?hl=ko&gl=KR&ceid=KR%3Ako
"""눈빛이…"" 전진 류이서, '펜트하우스' 천서진과 기싸움 벌였다",위키트리 WIKITREE,./articles/CAIiELrZV6gKLfXiH8jE2Wjt6I0qGQgEKhAIACoHCAowtN_4CjCNp98CMIme4gY?hl=ko&gl=KR&ceid=KR%3Ako
"김학래, 외도·도박·빚보증 인정 “전국민에 욕 먹어”",동아일보,./articles/CBMiSWh0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL0VudGVydGFpbm1lbnQvYXJ0aWNsZS9hbGwvMjAyMTAyMTYvMTA1NDM2MDI4LzLSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjEwMjE2LzEwNTQzNjAyOC8y?hl=ko&gl=KR&ceid=KR%3Ako
"구준엽, 머리 문신으로 회춘 ""머리카락 다시 나냐고 다들 놀라""",뉴스1,./articles/CAIiEJnGawHDAB8KypvPg9jM_1YqGQgEKhAIACoHCAow3tTdCjDn49MBMNPBjwI?hl=ko&gl=KR&ceid=KR%3Ako
임영웅x정동원 ‘천개의 바람이 되어’ 감동무대 음원 발표,조선일보,./articles/CBMiTGh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvMjAyMS8wMi8xNi9WVzRWWUJONk1KQ09ESEI3QVBBUzNHRkdMQS_SAVtodHRwczovL3d3dy5jaG9zdW4uY29tL2VudGVydGFpbm1lbnRzLzIwMjEvMDIvMTYvVlc0VllCTjZNSkNPREhCN0FQQVMzR0ZHTEEvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako
"컴백 앞둔 선미, 팔뚝에서 어마어마한 '장미 타투'가 포착됐다",위키트리 WIKITREE,./articles/CAIiEPc1XEy5ZeNsmzFCTO6KfxEqGQgEKhAIACoHCAowtN_4CjCNp98CMLmi4gY?hl=ko&gl=KR&ceid=KR%3Ako
[소수의견] '다쳐도 쫓겨나도'…보호 못 받는 가사도우미 (2021.02.16/뉴스데스크/MBC),MBCNEWS,./articles/CCAiC21VWmtkUVBYM080mAEB?hl=ko&gl=KR&ceid=KR%3Ako
또 주황빛 돌멩이…1천800원 고둥 먹다가 3억원 번 태국 가족 / 연합뉴스 (Yonhapnews),연합뉴스 Yonhapnews,./articles/CCAiC2kwWlZtRThXLVlFmAEB?hl=ko&gl=KR&ceid=KR%3Ako
[손현주의 간이역-티저] 배우 손현주의 첫 토크쇼! ｜2월 27일 토요일 밤 9시 50분 첫방송 (MBC210227방송),MBClife,./articles/CCAiC1NHQjlmc1VKUUNjmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"'PK 판정 비난 게시물 삭제' 네이마르, UCL 2경기 출전정지 징계 가능성 (英 매체)",조선일보,./topics/CAAqIQgKIhtDQkFTRGdvSUwyMHZNR2gyWjNRU0FtdHZLQUFQAQ?hl=ko&gl=KR&ceid=KR%3Ako
"흥국생명, 이재영·이다영 현수막 철거…'흔적 지우기' 나섰다 - 중앙일보",중앙일보,./articles/CBMiJ2h0dHBzOi8vbmV3cy5qb2lucy5jb20vYXJ0aWNsZS8yMzk5Mzc5M9IBK2h0dHBzOi8vbW5ld3Muam9pbnMuY29tL2FtcGFydGljbGUvMjM5OTM3OTM?hl=ko&gl=KR&ceid=KR%3Ako
[여백] 학교폭력,대전일보,./articles/CBMiL2h0dHA6Ly9tLmRhZWpvbmlsYm8uY29tL21uZXdzLmFzcD9wa19ubz0xNDU4ODMw0gEA?hl=ko&gl=KR&ceid=KR%3Ako
[V리그] 한국도로공사 vs GS칼텍스 하이라이트 (02.17),SPOTV,./articles/CCAiCzFCY3NTeWdmU1Q0mAEB?hl=ko&gl=KR&ceid=KR%3Ako
"토트넘, 선수단 정리 불가피...英 매체 ''SON-케인 아니길 기도해야''",축구 전문 미디어 스포탈코리아,./articles/CBMiYWh0dHBzOi8vd3d3LnNwb3J0YWxrb3JlYS5jb20vbmV3cy92aWV3LnBocD9naXNhX3VuaXE9MjAyMTAyMTYyMTE0MTIwOCZzZWN0aW9uX2NvZGU9MjAmbmV3c3N0YW5kPTHSAQA?hl=ko&gl=KR&ceid=KR%3Ako
[프로배구] '어우흥'은 어디로…흥국생명의 끝없는 추락,연합뉴스,./articles/CBMiP2h0dHBzOi8vbS55bmEuY28ua3Ivdmlldy9NWUgyMDIxMDIxNzAxODUwMDAzOD9zZWN0aW9uPXZpZGVvL2FsbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
'학교폭력 선수' 프로입단 원천 봉쇄...제명 규정 신설 / YTN,YTN news,./articles/CCAiCzR2eEVnTjMtQWdFmAEB?hl=ko&gl=KR&ceid=KR%3Ako
[자막뉴스] 김연경이 인정한 이재영이었는데...쌍둥이 발 '대형 악재',YTN,./articles/CBMiQ2h0dHBzOi8vd3d3Lnl0bi5jby5rci9yZXBsYXkvdmlldy5waHA_aWR4PTI5JmtleT0yMDIxMDIxNjA4NTkwMzQ2NjbSAQA?hl=ko&gl=KR&ceid=KR%3Ako
“밑바닥에서 다시 시작하겠다”···이재영·다영 자매가 아빠에게 한 말,인사이트,./articles/CAIiEKJl6Nv5KXuElme8f6MWqukqGQgEKhAIACoHCAowwaWGCzCCgYQDMKmviwY?hl=ko&gl=KR&ceid=KR%3Ako
"KOVO, '학교폭력 연루자' 신인 드래프트 참여 원천봉쇄 / YTN",YTN news,./articles/CCAiC2d0SUpnSjZXcnRnmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"김동성 “전처, 서울대 학력 위조…신뢰 깨져 이혼”",문화일보,./articles/CBMiPmh0dHA6Ly93d3cubXVuaHdhLmNvbS9uZXdzL3ZpZXcuaHRtbD9ubz0yMDIxMDIxNk1XMTQzODQxODY0ODM00gEA?hl=ko&gl=KR&ceid=KR%3Ako
"""돈 뺏은 가해자가 경찰 됐다""…번지는 '학폭 미투' (2021.02.16/뉴스데스크/MBC)",MBCNEWS,./articles/CCAiCzdkZzRsTURhZ1A4mAEB?hl=ko&gl=KR&ceid=KR%3Ako
"'박지성♥ 아내' 김민지 ""오해 풀어달라"" 호소…왜?",한국경제,./articles/CAIiEGDSHdBv0TBJmeJ7_7WY640qGQgEKhAIACoHCAow0__cCjDUitABMMXcrgY?hl=ko&gl=KR&ceid=KR%3Ako
"김연경, 이어지는 미담…고교 선배 ""오래된 관행 실력으로 바꿨다""",머니투데이,./articles/CBMiO2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjEwMjE2MDYyNzIwODAxNDkmVkJD0gE9aHR0cHM6Ly9tLm10LmNvLmtyL3JlbmV3L3ZpZXdfYW1wLmh0bWw_bm89MjAyMTAyMTYwNjI3MjA4MDE0OQ?hl=ko&gl=KR&ceid=KR%3Ako
"여자배구 '학폭' 추가 폭로, 해당 선수는 부인 - 중앙일보",중앙일보,./articles/CBMiTmh0dHBzOi8vbmV3cy5qb2lucy5jb20vYXJ0aWNsZS8yMzk5MzAyMD9jbG9jPWpvb25nYW5nLXNlY3Rpb24tbW9yZWRpZ2l0YWxmaXJzdNIBK2h0dHBzOi8vbW5ld3Muam9pbnMuY29tL2FtcGFydGljbGUvMjM5OTMwMjA?hl=ko&gl=KR&ceid=KR%3Ako
"'국대 퇴출' 이재영-이다영, 지도자 진출도 막힌다 - 머니S",Money S,./articles/CBMiTWh0dHBzOi8vbW9uZXlzLm10LmNvLmtyL25ld3MvbXdWaWV3LnBocD9ubz0yMDIxMDIxNjEzMzY4MDE1MzcyJmNvZGU9dzE4MDYmTVJO0gFAaHR0cHM6Ly9tLm1vbmV5cy5tdC5jby5rci9hcnRpY2xlQW1wLmh0bWw_bm89MjAyMTAyMTYxMzM2ODAxNTM3Mg?hl=ko&gl=KR&ceid=KR%3Ako
‘췌장암 투병’ 유상철“항암치료 후 일주일은 못 먹어” - 헤럴드경제 뉴스,헤럴드경제,./articles/CBMiNGh0dHA6Ly9iaXouaGVyYWxkY29ycC5jb20vdmlldy5waHA_dWQ9MjAyMTAyMTcwMDAwOTDSATlodHRwOi8vbWJpei5oZXJhbGRjb3JwLmNvbS9hbXAvdmlldy5waHA_dWQ9MjAyMTAyMTcwMDAwOTA?hl=ko&gl=KR&ceid=KR%3Ako
"英 언론 “한광성, 매달 1억원 이상 북에 송금”",조선일보,./articles/CBMiU2h0dHBzOi8vd3d3LmNob3N1bi5jb20vc3BvcnRzL3dvcmxkLWZvb3RiYWxsLzIwMjEvMDIvMTcvV0tHSzY2VVNTNUdKN0I2TEVLR1FNREFUTVkv0gFiaHR0cHM6Ly93d3cuY2hvc3VuLmNvbS9zcG9ydHMvd29ybGQtZm9vdGJhbGwvMjAyMS8wMi8xNy9XS0dLNjZVU1M1R0o3QjZMRUtHUU1EQVRNWS8_b3V0cHV0VHlwZT1hbXA?hl=ko&gl=KR&ceid=KR%3Ako
[영상] 쌍둥이 자매는 외신 헤드라인에…국대 출신 엄마는,연합뉴스,./articles/CBMiP2h0dHBzOi8vbS55bmEuY28ua3Ivdmlldy9NWUgyMDIxMDIxNjAxNTAwMDcwND9zZWN0aW9uPXZpZGVvL2FsbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako
'부상· 기권 속출' 호주오픈...자가격리 후유증? / YTN,YTN news,./articles/CCAiCzZuZmhrLXRzYlhVmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"“아시아의 神, SON의 가치”… 손흥민 1200억원 유벤투스설, 토트넘 팬들의 폭발적 반응",조선일보,./articles/CBMiUWh0dHBzOi8vd3d3LmNob3N1bi5jb20vc3BvcnRzL3Nwb3J0c19waG90by8yMDIxLzAyLzE3L0tSRlpPQkJSNDdFRUQ0RlVPUEZKSkM1Mk1RL9IBYGh0dHBzOi8vd3d3LmNob3N1bi5jb20vc3BvcnRzL3Nwb3J0c19waG90by8yMDIxLzAyLzE3L0tSRlpPQkJSNDdFRUQ0RlVPUEZKSkM1Mk1RLz9vdXRwdXRUeXBlPWFtcA?hl=ko&gl=KR&ceid=KR%3Ako
“언니 옆에 있으면 난 막내” 김연경이 유일하게 의지하는 선수가 있다,위키트리 WIKITREE,./articles/CAIiEOH2yW_ycx3oVpqV8aXnBnUqGQgEKhAIACoHCAowtN_4CjCNp98CMP284gY?hl=ko&gl=KR&ceid=KR%3Ako
: 정수빈 '강동우 코치의 타격 강의 경청'[엑's 영상],엑스포츠뉴스,./articles/CAIiEPsMOykKi305lB_jOh1hIn4qGQgEKhAIACoHCAowypqGCzDN34MDMKTjigY?hl=ko&gl=KR&ceid=KR%3Ako
'맷값 폭행' 최철원 회장…“아이스하키협회장 될 수 없다”,채널A 뉴스,./articles/CCAiC3NOWllrZElBN2pnmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"""이 정도일 줄 몰랐다""…지나친 이상화 행동에 결국 불만 터트린 강남 (영상)",위키트리 WIKITREE,./articles/CAIiEOSJvDxOvyx7o_vooTGvwNEqGQgEKhAIACoHCAowtN_4CjCNp98CMIme4gY?hl=ko&gl=KR&ceid=KR%3Ako
"9위까지 떨어진 토트넘, 무리뉴 경질하면 막대한 위약금 물어준다",조선일보,./articles/CBMiUWh0dHBzOi8vd3d3LmNob3N1bi5jb20vc3BvcnRzL3Nwb3J0c19waG90by8yMDIxLzAyLzE2L1NaU09TSk40VUFJN05FRFZVTTJBVDZVUlRZL9IBYGh0dHBzOi8vd3d3LmNob3N1bi5jb20vc3BvcnRzL3Nwb3J0c19waG90by8yMDIxLzAyLzE2L1NaU09TSk40VUFJN05FRFZVTTJBVDZVUlRZLz9vdXRwdXRUeXBlPWFtcA?hl=ko&gl=KR&ceid=KR%3Ako
"대한항공, 현대캐피탈 꺾고 남자배구 선두 질주 / 연합뉴스TV (YonhapnewsTV)",연합뉴스TV,./articles/CCAiC2QtRldyV0pIUGdJmAEB?hl=ko&gl=KR&ceid=KR%3Ako
"대한체육회, 18일 진천서 국가대표 훈련 개시식 / 연합뉴스TV (YonhapnewsTV)",연합뉴스TV,./articles/CCAiC3FxdVgxUjJjRko4mAEB?hl=ko&gl=KR&ceid=KR%3Ako
'스포츠 폭력' 뿌리 뽑힐까?...학교 운동부 징계이력 통합관리 / YTN,YTN news,./articles/CCAiC00xQXhoWENHSGI0mAEB?hl=ko&gl=KR&ceid=KR%3Ako
"두산, 핸드볼리그 6시즌 연속 우승…MVP는 박찬영 / JTBC 아침&",JTBC News,./articles/CCAiC3lHdGF3LTR2c3VjmAEB?hl=ko&gl=KR&ceid=KR%3Ako
